0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,5,7,4,5,5,5,5,5,5,5,5,5,7
8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8
8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8
8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8
16,5,1,5,19,8,0,0,0,0,0,0,0,0,0,8
8,0,0,0,8,16,5,5,5,5,5,5,5,5,5,19
8,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0
8,0,0,0,16,5,5,5,5,5,5,5,5,5,5,7
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19
