4,5,5,5,5,6,5,5,1,5,6,5,5,5,5,7
8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8
8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8
8,0,0,0,0,13,0,0,0,0,13,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,9,0,0,20,5,7,0,0,0,0,8
8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8
8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8
16,5,5,5,5,18,5,0,5,5,18,5,5,5,5,19
