0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,21,0,0,18,0,0,0
0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0
23,23,0,0,19,0,0,0,0,21,18,16,0,0,0,0
0,0,0,0,0,0,0,0,0,21,20,18,16,0,0,0
0,0,23,0,0,17,17,17,16,0,0,22,0,20,20,0
23,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,0,0,0,0,23,23,0,23,0,23,0,0,0,0
